stage,seed,yaml,structure,P,R,mAP50,mAP75,mAP50-95,APS,APM,APL,summary_path
g5_lgar_p4_no_offset,0,yolov13_lgar_p4_no_offset.yaml,G5: G1 without learned offset,84.2057704832424,78.23512012018494,85.41005340366443,55.82894488080883,50.954798153580974,17.113718902265163,43.53540864104014,53.860560425214366,/home/rom305/zzf/yolov13-305/runs/test/lgar_20260710_030500_g5_lgar_p4_no_offset_seed0/summary_metrics.json
g5_lgar_p4_no_offset,1,yolov13_lgar_p4_no_offset.yaml,G5: G1 without learned offset,82.66624902235876,80.22567026813235,85.53243842202092,56.27814616498505,51.24642587896565,17.319616047278284,43.72315380073135,54.4073195838804,/home/rom305/zzf/yolov13-305/runs/test/lgar_20260710_030500_g5_lgar_p4_no_offset_seed1/summary_metrics.json
g5_lgar_p4_no_offset,2,yolov13_lgar_p4_no_offset.yaml,G5: G1 without learned offset,83.22280242952941,78.53642653849164,85.15722662832468,57.62700593418604,51.583762746949915,17.88516554577911,44.094803619107125,53.36292068594044,/home/rom305/zzf/yolov13-305/runs/test/lgar_20260710_030500_g5_lgar_p4_no_offset_seed2/summary_metrics.json
